Vote,rank1,rank2,rank3,rank4,rank5,rank6
UC641,MIKE MCCURDY,JASON TAYLOR,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES
UC642,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC643,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR
UC644,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC645,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped
UC646,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC647,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped
UC648,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC649,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped
UC650,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC651,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY
UC652,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES
UC653,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC654,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC655,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC656,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped
UC657,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC658,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC659,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC660,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC661,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,ANTHONY CHARLES
UC662,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC663,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC664,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC665,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped
UC666,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC667,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC668,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,skipped
UC669,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC670,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped
UC671,JASON TAYLOR,JOSIE KOVASH,skipped,LUKE WOJCIECHOWSKI,skipped,skipped
UC672,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC673,overvote,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped
UC674,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC675,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,ANTHONY CHARLES
UC676,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC677,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC678,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,ANTHONY CHARLES
UC679,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC680,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped
UC681,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,JASON TAYLOR
UC682,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC683,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC684,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES,skipped,skipped
UC685,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC686,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC687,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC688,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC689,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC690,overvote,skipped,skipped,skipped,skipped,skipped
UC691,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped
UC692,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped
UC693,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC694,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,JASON TAYLOR,LUKE WOJCIECHOWSKI
UC695,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC696,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH
UC697,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC698,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC699,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped
UC700,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC701,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC702,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JOSIE KOVASH
UC703,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC704,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC705,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped
UC706,JASON TAYLOR,skipped,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI
UC707,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JOSIE KOVASH
UC708,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC709,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC710,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC711,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR,JASON TAYLOR
UC712,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC713,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC714,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped
UC715,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped
UC716,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC717,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC718,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC719,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC720,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC721,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC722,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC723,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC724,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC725,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC726,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES
UC727,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC728,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC729,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC730,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,JOSIE KOVASH
UC731,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC732,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,ANTHONY CHARLES,JASON TAYLOR
UC733,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC734,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC735,JASON TAYLOR,MIKE MCCURDY,overvote,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES
UC736,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES
UC737,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC738,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY
UC739,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC740,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC741,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC742,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped
UC743,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC744,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC745,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC746,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped
UC747,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC748,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped
UC749,JOSIE KOVASH,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR
UC750,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,MIKE MCCURDY
UC751,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC752,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC753,JASON TAYLOR,JOSIE KOVASH,skipped,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,MIKE MCCURDY
UC754,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC755,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC756,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC757,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC758,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC759,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped
UC760,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC761,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC762,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC763,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC764,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC765,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped
UC766,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped
UC767,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped
UC768,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC769,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,overvote,overvote,JOSIE KOVASH
UC770,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,JASON TAYLOR
UC771,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC772,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC773,JASON TAYLOR,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES
UC774,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC775,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC776,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC777,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped
UC778,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC779,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC780,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC781,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC782,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped
UC783,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC784,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC785,MIKE MCCURDY,JASON TAYLOR,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES
UC786,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC787,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC788,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC789,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped
UC790,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC791,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped
UC792,skipped,skipped,skipped,skipped,skipped,skipped
UC793,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC794,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC795,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC796,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC797,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC798,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,MIKE MCCURDY,JASON TAYLOR
UC799,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped
UC800,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped
UC801,MIKE MCCURDY,JASON TAYLOR,skipped,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC802,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC803,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped
UC804,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC805,JOSIE KOVASH,skipped,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES
UC806,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC807,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped
UC808,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC809,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,skipped
UC810,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC811,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC812,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC813,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC814,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC815,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC816,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC817,JASON TAYLOR,skipped,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped
UC818,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC819,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY
UC820,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped
UC821,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped
UC822,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC823,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC824,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped
UC825,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC826,MIKE MCCURDY,JASON TAYLOR,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES
UC827,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,JASON TAYLOR,MIKE MCCURDY
UC828,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC829,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC830,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC831,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC832,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC833,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC834,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC835,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped
UC836,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,JOSIE KOVASH
UC837,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped
UC838,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,MIKE MCCURDY
UC839,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC840,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,JASON TAYLOR
UC841,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,JOSIE KOVASH,LUKE WOJCIECHOWSKI
UC842,JOSIE KOVASH,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES
UC843,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC844,overvote,skipped,overvote,skipped,skipped,skipped
UC845,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,MIKE MCCURDY,ANTHONY CHARLES
UC846,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC847,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC848,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC849,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC850,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC851,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,ANTHONY CHARLES
UC852,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC853,JASON TAYLOR,skipped,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC854,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC855,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped
UC856,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC857,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped
UC858,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped
UC859,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,skipped
UC860,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC861,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC862,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped
UC863,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC864,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC865,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH
UC866,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
UC867,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped
UC868,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR
UC869,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped
UC870,JASON TAYLOR,MIKE MCCURDY,skipped,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES
UC871,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,MIKE MCCURDY
UC872,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped
UC873,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped
UC874,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped
UC875,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped
UC876,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped
UC877,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped
